Title,TMDb_id,IMDb_id,Release Date,Synopsis Short,Synopsis Long,Language,Status,Budget,RT Rating,Metascore,IMDb Rating,IMDb Votes,DVD Date,Box Office,Genre IDs
Songs for Kit,487095,,2017-11-17,,"A homeless woman of indeterminate age fights to live a dignified life. She's aware of the camera, but filmmaker Ruslan Fedotow keeps to the background and observes, from a respectful but somehow intimate distance, how she struggles her way through daily life. We discover a woman with a striking, disarmingly cheerful and inventive character. But these qualities conceal another, far more vulnerable and lonely figure. She's sometimes joined by a friend who looks awkwardly on she capers about, makes a fire from kindling and enjoys the fireworks on Victory Day. The woman may be sad about being fired from her cleaning job in a shopping mall, but that doesn’t mean she can’t enjoy the singing of the birds. In the end we always find her, heartbreakingly and inevitably, back on her own in her makeshift shelter in a bleak, dark stairwell.",en,Released,0,,,,,,,[]
The Cooky Show,486021,,2017-11-09,,"The host with the most Buzz introduces two of his greatest chefs, Mr. Antonio and Mr. Jones for his 24th annual cooking show.",en,Released,0,,,,,,,[35]
Audition,504621,tt6922312,2017-11-05,"After being unable to find a sitter, an aspiring actress must take her 3-year-old son to an audition.","Unable to find a sitter, an aspiring actress has no choice but to drag her 3-year-old son to her audition.",en,Released,0,,N/A,N/A,N/A,N/A,N/A,[18]
Zombie Boyfriend,499968,tt7774306,2017-11-18,"A love note to artist Case Jernigan's favorite films, art and games. Cut paper and ink zombies roam the desolate streets. The imagery is inspired by the artist's studio near the Brooklyn ...","A love note to artist Case Jernigan's favorite films, art and games. Cut paper and ink zombies roam the desolate streets. The imagery is inspired by the artist's studio near the Brooklyn Queens Expressway and the warehouses of Williamsburg.",en,Released,0,,N/A,N/A,N/A,N/A,N/A,[]
The Gliksmans,532200,tt6305892,2017-11-03,An elderly couple will stop at nothing to make it to the bank.,An elderly couple will stop at nothing to make it to the bank.,en,Released,0,,N/A,N/A,N/A,N/A,N/A,[35]
Dessert - Disaster,487037,,2017-11-13,,A found footage work which compares the parallel cinematic language of dessert commercials with that of ‘disaster porn’ found in the news and on the Internet.,en,Released,0,,,,,,,[]
HH,487198,tt6452616,2017-11-15,"HH is a psychological low sci-fi (sci-chological) thriller that depicts the story of prisoners trapped in a mysterious facility run by a virtual cat head. To survive, they must help or ...","HH is a psychological low sci-fi (sci-chological) thriller that depicts the story of prisoners trapped in a mysterious facility run by a virtual cat head. To survive, they must help or hinder their partners, solve puzzles, and hopefully learn to trust each other to escape alive, all within 90 mins.",en,Released,0,,N/A,N/A,N/A,N/A,N/A,[878]
The Black Cat,476654,tt6683344,2017-11-14,,A black cat and a mysterious woman by the name of Miss Bellows show up at Mr. Bond's quaint cottage after he brings home an old broomstick from an antique shop.,en,Released,0,,,,,,,[14]
Identity Parade,486899,,2017-11-16,,But who's hiding behind the mask?,en,Released,0,,,,,,,[]
Gropius Memory Palace,517089,,2017-11-17,,"Through a guided meditation performed by a hypnotherapist, viewers are invited to construct a 'memory palace' as they experience Walter Gropius's iconic Fagus Factory. The film offers an opportunity to soothe anxieties around technology's effects on the body and workplace, and to consider the relationship between memory and architecture.",en,Released,0,,,,,,,[]
Los Lecheros,519079,tt7508396,2017-11-16,N/A,The fates of undocumented immigrant workers and Wisconsin's $43 billion dairy industry are closely intertwined - and both are grappling with their options for survival as fears of ICE raids and deportations under the Trump administration grow.,en,Released,0,,N/A,N/A,N/A,N/A,N/A,[]
Cloudy All Day,484377,tt6103854,2017-11-11,Two struggling performers have a life-changing experience after they accept help from a stranger.,"A pair of birthday party clowns, stranded out in the countryside, are rescued by a neighborly man and his daughter — and then things take a turn.",en,Released,0,,N/A,N/A,N/A,N/A,N/A,[18]
Spectrum,487035,,2017-11-13,,"Short investigation of light and color, shot on Super 8mm.",en,Released,0,,,,,,,[]
Vigilante: The Incredible True Story Of Curtis Sliwa & The Guardian Angels,487319,,2017-11-12,,"The incredible story of a man, a mission, and an organization that transcended race and gender to save New York City from a pit of despair in the late 1970's and 1980's.",en,Released,0,,,,,,,[]
89 Blocks,494235,,2017-11-15,,"The story of the East St. Louis High Flyers’ surprising run to the 2016 state football title isn’t just a local narrative. It’s a national story about a community in crisis and a football team reaching unpredictable heights. High School All American Jeff Thomas nearly gets tossed off the team and Rey Estes, the quarterback, seeks redemption after his junior season is cancelled by a teacher strike Others seek a college offer as a way out of their situation.",en,Released,0,,,,,,,[]
Lotus Lantern,518301,,2017-11-14,,"A peek into the wax lotus. Lotus Lantern is a tribute to late Chinese singer Zhou Xuan, a missing link between filmmaker’s queer identity and Chinese heritage.",en,Released,0,,,,,,,[16]
Unexpected Discoveries,521107,,2017-11-16,,A young fellow finds himself stumbling upon an ordinary flashlight that allows him to explore other places. Unexpected Discoveries reminds us to always be present. You never know what is around the corner or what is directly in front of you.,en,Released,0,,,,,,,[16]
Untitled #1 (ghostcars),486531,,2017-11-11,,The first solo work of Benjamin Sailer,en,Released,0,,,,,,,[]
Just For Graphs,486073,tt7609002,2017-11-10,N/A,Live performance from science comedy trio Festival of the Spoken Nerd.,en,Released,0,,N/A,N/A,N/A,N/A,N/A,[35]
Bellator 187: McKee vs Moore,486419,,2017-11-10,,Bellator 187 starts off with two of Dublin's own facing off in a Middleweight bout when Charlie Ward takes on John Redmond,en,Released,0,,,,,,,[]
Kaputt,486697,,2017-11-10,,Autobiographical documentary,en,Released,0,,,,,,,[]
Rooms,518304,tt7644440,2017-11-02,"After three days of steady, inconsolable rain, I walk through the rooms of the house wondering which would be best to die in.","After three days of steady, inconsolable rain, I walk through the rooms of the house wondering which would be best to die in.",en,Released,0,,N/A,N/A,N/A,N/A,N/A,[16]
Ear on a Worm,526913,,2017-11-09,,"A bird tweets from a power line in Venice, California.",en,Released,0,,,,,,,[]
All the Queen's Horses,498528,tt5709852,2017-11-10,"In 2012, Crundwell was arrested as the largest municipal fraud perpetrator in the nation's history, embezzling upwards of $50 million as the comptroller and treasurer of Dixon, a city in ...","In 2012, Crundwell was arrested as the largest municipal fraud perpetrator in the nation's history, embezzling upwards of $50 million as the comptroller and treasurer of Dixon, a city in the heart of Illinois. Rita Crundwell became one of the nation's leading quarter horse breeders, traveled the world, and threw lavish parties, all while forcing staff cuts, police budget slashing, and leaving public infrastructure in disrepair. All the Queen's Horses aims to illuminate this landmark case and bring to light the blatant negligence of auditors and bankers the public relied on to keep their tax dollars safe.",en,Released,0,,N/A,8.5,10,N/A,N/A,[]
Rosemarie,481139,,2017-11-05,,"A burned out soap opera writer turns his gaze upon his dysfunctional neighbours to become inspired by their lives. However, reality surpasses his imagination and expectations in ways that he had never thought.",en,Released,0,,,,,,,[]
My Christmas Gift,520982,,2017-11-06,,A city accountant takes a job at a horse farm over one magical Christmas in the country hoping for a simpler life for himself and his daughter. Instead he finds romance with the lively rancher whilst his daughter finds the love of a horse named Holly.,en,Released,0,,,,,,,[10751]
Shawn Mendes: MTV Unplugged,514891,,2017-11-03,,"Shawn Mendes brings his fans a live MTV Unplugged performance of hit tracks from his previous albums, Illuminate and Handwritten. The intimate performance took place in Downtown Los Angeles at The Theatre at Ace Hotel & aired on September 8th nationwide. Mendes’ Unplugged performance was the premiere to MTV’s ‘90s revival of the concert series.",en,Released,0,,,,,,,[]
Tides,473337,tt5514674,2017-11-07,N/A,A devastating loss finds three men in a boat through the English countryside.,en,Released,0,,N/A,N/A,N/A,N/A,N/A,[]
A Friendly Encounter,485273,,2017-11-04,,A professional assassin is interrupted in the middle of a hit.,en,Released,0,,,,,,,[35]
The Fight for Mosul,485972,,2017-11-06,,"‘If one of us is in trouble we go to their rescue,” says Jamal, at the beginning of The Fight for Mosul (Channel 4). They are words that will have sad personal resonance for him later on.  Jamal is a sergeant with a special forces unit in the Iraqi army. Along with squad leader Anmar, Hussein, Amjad, Abbas and a few others. They were some of the first to go into Mosul last year to try to retake the city from Isis. With them was French film-maker Olivier Sarbil. This is embedded journalism at its most extreme, the more so when you find out he had no fixer or translator, and doesn’t speak Arabic. He just went along, pointed his camera at them, lived, ate and slept with them and tried not to die with them, as they slowly clawed back the city.",en,Released,0,,,,,,,[]
